FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,RSTDE_GUID_CN,OPER_TIME,PARKNG_POSBL_AT,UTILIIZA_PRC_CN,PET_POSBL_AT,PET_INFO_CN,ENTRN_POSBL_PET_SIZE_VALUE,PET_LMTT_MTR_CN,IN_PLACE_ACP_POSBL_AT,OUT_PLACE_ACP_POSBL_AT,FCLTY_INFO_DC,PET_ACP_ADIT_CHRGE_VALUE,LAST_UPDT_DE
대지약국,반려동물업,반려의료,동물약국,서울특별시,강북구,미아동,,1359 번지,삼양로,247,37.62551826,127.017747,1110,서울특별시 강북구 삼양로 247,서울특별시 강북구 미아동 1359,(02) 945-8946,,매주 토 일,월~금 08:30~19:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대지약국,반려동물업,반려의료,동물약국,부산광역시,남구,용호동,,495-12 번지,용호로,189,35.11542709,129.111217,48587,부산광역시 남구 용호로 189,부산광역시 남구 용호동 495-12,(051) 622-8700,,매주 일요일,금 09:00~18:30 토 09:00~13:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대지온누리약국,반려동물업,반려의료,동물약국,부산광역시,동래구,명장동,,300-73 번지,명서로,154,35.20924718,129.102452,47761,부산광역시 동래구 명서로 154,부산광역시 동래구 명장동 300-73,(051) 528-6271,,매주 일요일 법정공휴일,월~금 09:00~19:00 토 09:00~20:30,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대진사료할인마트,반려동물업,반려동물 서비스,반려동물용품,경상북도,고령군,대가야읍,쾌빈리,350-18 번지,대가야로,1433,35.73594529,128.271862,40135,경상북도 고령군 대가야읍 대가야로 1433,경상북도 고령군 대가야읍 쾌빈리 350-18,(054) 954-0644,,매주 일요일,월~토 09:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,20221130
대진약국,반려동물업,반려의료,동물약국,전라남도,목포시,용해동,,765-2 번지,용당로,281,34.81232445,126.399077,58647,전라남도 목포시 용당로 281,전라남도 목포시 용해동 765-2,(061) 273-1717,,매주 일요일 법정공휴일,월~금 09:00~18:30 토 09:00~12:30,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대창동물약국,반려동물업,반려의료,동물약국,서울특별시,강북구,미아동,,1318 번지,월계로,53,37.6120233,127.035537,1237,서울특별시 강북구 월계로 53,서울특별시 강북구 미아동 1318,(02) 989-2267,,매주 일요일 법정공휴일,월~금 09:00~19:00 토 09:00~15:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대창약국,반려동물업,반려의료,동물약국,전라북도,군산시,월명동,,12-4 번지,대학로,32,35.98710693,126.711384,54022,전라북도 군산시 중앙로1가 12-4,전라북도 군산시 대학로 32,(063) 445-2335,,매주 일요일 법정공휴일,월~금 09:00~19:00 토 09:00~17:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대청호반자연생태공원,반려동물업,반려동반여행,여행지,대전광역시,동구,추동,,330 번지,,,36.37267216,127.474852,34500,,대전광역시 동구 추동 330,(042) 251-4748,,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄 배변봉투,N,Y,공원,없음,20221130
대촌약국,반려동물업,반려의료,동물약국,광주광역시,남구,지석동,,411-1 번지,포충로,598,35.08136128,126.834824,61751,광주광역시 남구 포충로 598,광주광역시 남구 지석동 411-1,(062) 381-2888,,매주 일요일 법정공휴일,월~금 08:30~18:30 토 08:30~14:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대추나무약국,반려동물업,반려의료,동물약국,광주광역시,남구,백운동,,514-39 번지,양림로,16,35.1354173,126.911483,61664,광주광역시 남구 양림로 16,광주광역시 남구 백운동 514-39,(062) 675-9200,,매주 일요일,월~금 08:30~18:10 토 08:30~13:10,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대추나무온누리약국,반려동물업,반려의료,동물약국,광주광역시,북구,두암동,,460-3 번지,면앙로,210,35.17474396,126.934376,61155,광주광역시 북구 면앙로 210,광주광역시 북구 두암동 460-3,(062) 269-5051,,매주 일요일,월~금 09:00~19:00 토 09:00~16:30,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대추밭약국,반려동물업,반려의료,동물약국,인천광역시,부평구,부개동,,498-7 번지,길주남로,158,37.50359946,126.73932,21348,인천광역시 부평구 길주남로 158,인천광역시 부평구 부개동 498-7,(032) 362-0009,,매주 일요일,월~토 09:00~14:00 법정공휴일 09:00~18:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대치동동물약국,반려동물업,반려의료,동물약국,서울특별시,강남구,대치동,,901-67 번지,역삼로77길,23,37.50396764,127.055936,6196,서울특별시 강남구 역삼로77길 23,서울특별시 강남구 대치동 901-67,(023) 453-9557,,매주 일요일 법정공휴일,월~금 09:00~20:00 토 09:00~16:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대치동물메디컬센터,반려동물업,반려의료,동물병원,서울특별시,강남구,대치동,,990-1 번지,도곡로,520,37.49938006,127.063455,6282,서울특별시 강남구 도곡로 520,서울특별시 강남구 대치동 990-1,(02) 501-8275,https://damc.modoo.at/,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대치성심동물병원,반려동물업,반려의료,동물병원,서울특별시,강남구,대치동,,623 번지,남부순환로,2921,37.49349436,127.059773,6280,서울특별시 강남구 남부순환로 2921,서울특별시 강남구 대치동 623,(02) 501-1139,https://blog.naver.com/seongsim7582,매주 일요일,월~토 10:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대치수동물병원,반려동물업,반려의료,동물병원,서울특별시,강남구,대치동,,316 번지,삼성로,212,37.49961577,127.065915,6284,서울특별시 강남구 삼성로 212,서울특별시 강남구 대치동 316,(02) 539-3339,https://blog.naver.com/daechisooah,매주 일요일,월~토 10:00~20:00 일 13:00~18:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대치필리아약국,반려동물업,반려의료,동물약국,서울특별시,강남구,대치동,,935-36 번지,도곡로63길,12,37.4978004,127.054465,6207,서울특별시 강남구 도곡로63길 12,서울특별시 강남구 대치동 935-36,(02) 508-6116,,연중무휴,월~토 09:00~22:00 일 법정공휴일 14:00~22:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대풍약국,반려동물업,반려의료,동물약국,경기도,화성시,석우동,,31-7 번지,삼성1로,144-9,37.21707134,127.078493,18450,경기도 화성시 삼성1로 144-9,경기도 화성시 석우동 31-7,(031) 8015-5511,,매주 일요일 법정공휴일,월~금 09:00~21:00 토 09:00~16:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대학당약국,반려동물업,반려의료,동물약국,서울특별시,관악구,신림동,,808-494 번지,원신길,02월 01일,37.47201209,126.933068,8846,서울특별시 관악구 원신길 2-1,서울특별시 관악구 신림동 808-494,(02) 878-7497,,매주 일요일 법정공휴일,월~금 08:00~21:30 토 08:00~21:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대학당약국,반려동물업,반려의료,동물약국,경기도,안양시 동안구,호계동,,996 번지,경수대로,556,37.37226976,126.958098,14112,경기도 안양시 동안구 경수대로 556,경기도 안양시 동안구 호계동 996,(031) 453-5454,,매주 일요일,월~금 09:00~22:00 토 09:00~22:00 법정공휴일 09:00~21:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대학당약국,반려동물업,반려의료,동물약국,인천광역시,계양구,작전동,,34-5 번지,주부토로,468,37.5357724,126.728292,21084,인천광역시 계양구 주부토로 468,인천광역시 계양구 작전동 34-5,(032) 543-2487,,매주 일요일 법정공휴일,월~금 08:30~20:00 토 08:30~15:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대학당약국,반려동물업,반려의료,동물약국,대구광역시,북구,학정동,,921-10 번지,학정로,551-50,35.95448605,128.564864,41405,대구광역시 북구 학정로 551-50,대구광역시 북구 학정동 921-10,(053) 326-5196,,매주 일요일 법정공휴일,월~금 09:00~18:00 토 10:00~18:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대학동물병원,반려동물업,반려의료,동물병원,서울특별시,성북구,장위동,,8-2 번지,화랑로,299,37.6136536,127.06081,2779,서울특별시 성북구 화랑로 299,서울특별시 성북구 장위동 8-2,(02) 918-3344,,매주 일요일,월~금 09:00~19:00 토 09:00~16:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대학동물병원,반려동물업,반려의료,동물병원,경기도,남양주시,화도읍,마석우리,541-5 번지,맷돌로91번길,04월 18일,37.65811316,127.301516,12165,경기도 남양주시 화도읍 맷돌로91번길 4-18,경기도 남양주시 화도읍 마석우리 541-5,(031) 559-7581,,매주 일요일,월~금 09:30~19:30 토 09:30~18:30,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대학동물병원,반려동물업,반려동물 서비스,반려동물용품,경기도,안산시 상록구,월피동,,445-4 번지,예술광장1로,16,37.32903631,126.844333,15288,경기도 안산시 상록구 예술광장1로 16,경기도 안산시 상록구 월피동 445-4,(031) 482-0075,,매주 일요일,월~금 09:30~18:00 토 09:30~16:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대학동물병원,반려동물업,반려의료,동물병원,경기도,안산시 상록구,월피동,,445-4 번지,예술광장1로,16,37.32903631,126.844333,15288,경기도 안산시 상록구 예술광장1로 16,경기도 안산시 상록구 월피동 445-4,(031) 482-0075,,매주 일요일,월~금 09:30~18:00 토 09:30~16:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대학동물병원,반려동물업,반려의료,동물병원,경기도,용인시 수지구,풍덕천동,,666-1 번지,문인로39번길,03월 01일,37.33291659,127.09846,16829,경기도 용인시 수지구 문인로39번길 3-1,경기도 용인시 수지구 풍덕천동 666-1,(031) 261-8277,,매주 일요일,월~금 09:40~19:00 토 09:40~17:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대학동물병원,반려동물업,반려의료,동물병원,전라북도,익산시,중앙동,,229-3 번지,인북로,139,35.94151245,126.954029,54594,전라북도 익산시 인북로 139,전라북도 익산시 창인동1가 229-3,(063) 858-0711,,,,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대학로동물병원,반려동물업,반려의료,동물병원,서울특별시,종로구,혜화동,,14-1 번지,창경궁로,261,37.58464519,127.000183,3075,서울특별시 종로구 창경궁로 261,서울특별시 종로구 명륜2가 14-1,(023) 672-8441,,매주 일요일,월~금 10:00~20:00 토 10:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,20221130
대학약국,반려동물업,반려의료,동물약국,서울특별시,서대문구,창천동,,52-3 번지,연세로11길,4,37.55906165,126.936645,3788,서울특별시 서대문구 연세로11길 4,서울특별시 서대문구 창천동 52-3,(02) 323-0111,,매주 일요일 법정공휴일,월~금 08:30~19:00 토 08:30~14:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대학약국,반려동물업,반려의료,동물약국,서울특별시,성동구,행당동,,14-1 번지,사근동길,4,37.55996502,127.04158,4762,서울특별시 성동구 사근동길 4,서울특별시 성동구 행당동 14-1,(022) 293-0554,,매주 일요일 법정공휴일,월~금 09:00~18:30 토 09:00~12:30,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대학약국,반려동물업,반려의료,동물약국,서울특별시,강동구,명일동,,47-19 번지,동남로,889,37.55305457,127.155949,5269,서울특별시 강동구 동남로 889,서울특별시 강동구 명일동 47-19,(02) 426-2200,,매주 일요일 법정공휴일,월~금 09:00~18:30 토 09:00~13:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대학약국,반려동물업,반려의료,동물약국,경기도,고양시 덕양구,관산동,,227-6 번지,통일로,774,37.68802827,126.864556,10286,경기도 고양시 덕양구 통일로 774,경기도 고양시 덕양구 관산동 227-6,(031) 963-4645,,법정공휴일,월~일 09:00~18:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대학약국,반려동물업,반려의료,동물약국,강원도,원주시,일산동,,234-25 번지,일산초교길,37,37.34776735,127.943382,26425,강원도 원주시 일산초교길 37,강원도 원주시 일산동 234-25,(033) 735-7588,,매주 일요일 법정공휴일,월~금 08:30~22:00 토 12:00~20:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대학약국,반려동물업,반려의료,동물약국,대구광역시,중구,동산동,,575-3 번지,달성로,26,35.86734927,128.582602,41931,대구광역시 중구 달성로 26,대구광역시 중구 동산동 575-3,(053) 254-0666,,매주 일요일,월~금 08:30~18:30 토 09:00~16:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대학약국,반려동물업,반려의료,동물약국,울산광역시,동구,서부동,,100-1 번지,명덕로,15,35.5223944,129.430823,44033,울산광역시 동구 명덕로 15,울산광역시 동구 서부동 100-1,(052) 201-0070,,매주 일요일,월~금 09:00~19:30 토 09:00~15:00 법정공휴일 09:30~15:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대학약국,반려동물업,반려의료,동물약국,부산광역시,금정구,장전동,,421-10 번지,부산대학로49번길,17,35.23047486,129.085852,46293,부산광역시 금정구 부산광역시대학로49번길 17,부산광역시 금정구 장전동 421-10,(051) 514-3937,,설날 추석 당일 휴무,월~토 09:00~22:00 일 13:00~22:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대학약국,반려동물업,반려의료,동물약국,부산광역시,부산진구,개금동,,540-284 번지,복지로,61,35.1474529,129.020722,47388,부산광역시 부산진구 복지로 61,부산광역시 부산진구 개금동 540-284,(051) 894-2800,,매주 일요일 법정공휴일,월~금 09:00~18:30 토 09:00~13:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
대학약국,반려동물업,반려의료,동물약국,경상남도,창원시 성산구,성주동,,124 번지,삼정자로43번길,2,35.1982835,128.71104,51473,경상남도 창원시 성산구 삼정자로43번길 2,경상남도 창원시 성산구 성주동 124,(055) 285-2800,https://blog.naver.com/sjb4584,매주 토 일 법정공휴일,월~금 09:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,20221130
